cid,smiles,herbs,herb_count,herb_4qi,herb_guijing,molecular_formula,molecular_mass_amu,charge,multiplicity,atom_count,heavy_atom_count,element_count,electron_count,final_electronic_energy_eh,zpe_eh,zpe_kcal_mol,thermal_vibrational_correction_eh,thermal_rotational_correction_eh,thermal_translational_correction_eh,total_thermal_correction_eh,total_thermal_energy_eh,enthalpy_correction_eh,total_enthalpy_eh,electronic_entropy_term_eh,vibrational_entropy_term_eh,rotational_entropy_term_eh,translational_entropy_term_eh,final_entropy_term_eh,final_entropy_term_kcal_mol,gibbs_correction_eh,final_gibbs_free_energy_eh,homo_eh,homo_ev,lumo_eh,lumo_ev,homo_lumo_gap_eh,homo_lumo_gap_ev,dipole_x_au,dipole_y_au,dipole_z_au,dipole_magnitude_au,dipole_magnitude_debye,rot_const_a_cm1,rot_const_b_cm1,rot_const_c_cm1,rot_const_a_mhz,rot_const_b_mhz,rot_const_c_mhz,frequency_count,imaginary_frequency_count,lowest_frequency_cm1,lowest_positive_frequency_cm1,highest_frequency_cm1,ir_peak_count,max_ir_intensity_km_mol
92138,CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,侧柏叶 | 八角茴香 | 厚朴 | 吴茱萸 | 山茱萸 | 川芎 | 干姜 | 木香 | 没药 | 玳玳花 | 甘松 | 生姜 | 白术 | 砂仁 | 紫苏 | 细辛 | 羌活 | 艾叶 | 苍术 | 荷叶 | 辛夷 | 郁金 | 金银花 | 鼠曲草,24,寒 | 温 | 温 | 热 | 微温 | 温 | 热 | 温 | 平 | 平 | 温 | 微温 | 温 | 温 | 温 | 温 | 温 | 温 | 温 | 平 | 温 | 寒 | 寒 | 平,肺、肝、脾 | 肝、肾、脾、胃 | 脾、胃、肺、大肠 | 肝、脾、胃、肾 | 肝、肾 | 肝、胆、心包 | 脾、胃、肾、心、肺 | 脾、胃、大肠、三焦、胆 | 心、肝、脾 | 肝、胃 | 脾、胃 | 肺、脾、胃 | 脾、胃 | 脾、胃、肾 | 肺、脾 | 心、肺、肾 | 膀胱、肾 | 肝、脾、肾 | 脾、胃、肝 | 肝、脾、胃 | 肺、胃 | 肝、心、肺 | 肺、心、胃 | 肺,C15H26O,222.37,0,1,42,16,3,124.000064536428,-662.323701039374,0.38013361,238.54,0.01538386,0.00141627,0.00141627,0.0182164,-661.92535103,0.00094421,-661.92440682,0.0,0.02612418,0.01549287,0.0200031,0.06162016,38.67,0.33767406,-661.98602698,-0.238272,-6.4837,0.012973,0.353,0.251245,6.8366999999999996,0.69019533,0.02937855,0.433138683,0.815378324,2.072526994,0.029213,0.011241,0.00956,875.788811,337.004336,286.611634,120,0,45.65,45.65,3795.31,120,65.97
92155,CC(=C)[C@H]1CC[C@]2([C@H]1CC[C@@]3([C@@H]2CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CCCC5(C)C)C)C)C)C,石韦 | 蕤仁 | 贯众 | 骨碎补,4,微寒 | 微寒 | 微寒 | 温,肺、膀胱 | 肝、心 | 肝、脾 | 肝、肾,C30H50,410.73,0,1,80,30,2,230.000018119456,-1173.047443610933,0.74536888,467.73,0.0269283,0.00141627,0.00141627,0.02976084,-1172.27231389,0.00094421,-1172.27136968,0.0,0.04539675,0.01717853,0.0208721,0.08344738,52.36,0.69262655,-1172.35481706,-0.238293,-6.4843,0.01203,0.3274,0.250323,6.8117,0.140821716,-0.064599319,-0.149964007,0.215622427,0.548068655,0.014511,0.002539,0.002398,435.034318,76.117531,71.88167,234,0,26.81,26.81,3223.91,234,204.99
92156,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C)C)C)C,一枝黄花 | 佩兰 | 地锦草 | 桑叶 | 槲寄生 | 白薇 | 络石藤 | 菊花,8,平 | 平 | 平 | 寒 | 平 | 寒 | 微寒 | 微寒,肺、肝 | 脾、胃、肺 | 肝、大肠 | 肺、肝 | 肝、肾 | 胃、肝 | 心、肝、肾 | 肺、肝,C32H52O2,468.77,0,1,86,34,3,260.000050511891,-1400.953438133887,0.78637216,493.45,0.03159111,0.00141627,0.00141627,0.03442366,-1400.13264231,0.00094421,-1400.1316981,0.0,0.05388917,0.0176681,0.02105929,0.09261656,58.12,0.72912347,-1400.22431467,-0.226038,-6.1508,0.00953,0.2593,0.235568,6.4101,-0.011506807,0.678515919,0.308291854,0.745359059,1.894552165,0.010432,0.001778,0.001689,312.735993,53.30136,50.62112,252,0,23.12,23.12,3158.6,252,434.48
92157,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)C)C)C,地锦草 | 山豆根 | 枸杞子 | 桑叶 | 泽漆 | 络石藤 | 香加皮 | 鹅不食草,8,平 | 寒 | 平 | 寒 | 微寒 | 微寒 | 温 | 温,肝、大肠 | 肺、胃 | 肝、肾 | 肺、肝 | 大肠、小肠、肺 | 心、肝、肾 | 肝、肾、心 | 肺,C32H52O2,468.77,0,1,86,34,3,260.000093755724,-1400.938086192338,0.78699569,493.85,0.03174351,0.00141627,0.00141627,0.03457606,-1400.11651445,0.00094421,-1400.11557024,0.0,0.05459974,0.01765735,0.02105929,0.09331638,58.56,0.72919957,-1400.20888662,-0.23819,-6.4815,0.010084,0.2744,0.24827400000000002,6.7559,-0.100307294,-0.683671581,-0.413815781,0.805426524,2.047231527,0.009557,0.001909,0.001757,286.496998,57.218808,52.659787,252,0,27.13,27.13,3206.34,252,386.62
92158,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)C,南沙参 | 木棉花 | 板蓝根 | 牛大力 | 艾叶 | 葛根 | 葛花 | 黄芪,8,微寒 | 凉 | 寒 | 平 | 温 | 凉 | 平 | 微温,肺、胃 | 脾、肝、大肠 | 心、胃 | 肺、肾 | 肝、脾、肾 | 脾、胃 | 脾、胃 | 肺、脾,C30H48O,424.71,0,1,79,31,3,236.000137633867,-1247.082186318515,0.72579091,455.44,0.02788577,0.00141627,0.00141627,0.03071832,-1246.32567709,0.00094421,-1246.32473289,0.0,0.04729447,0.01727373,0.02091952,0.08548771,53.64,0.67196572,-1246.4102206,-0.235954,-6.4206,-0.015722,-0.4278,0.22023199999999998,5.9928,-1.117407472,-0.583453907,0.610249059,1.400507705,3.559807684,0.011334,0.002662,0.002393,339.779138,79.804285,71.750827,231,0,29.24,29.24,3206.58,231,208.38
92201,CC(C)([C@@H]1CC2=C(O1)C=CC3=C2OC(=O)C=C3)O,独活 | 羌活 | 蛇床子,3,微温 | 温 | 温,肾、膀胱 | 膀胱、肾 | 肾,C14H14O4,246.26,0,1,32,18,3,129.999994305181,-842.740725422284,0.25532359,160.22,0.01249909,0.00141627,0.00141627,0.01533163,-842.4700702,0.00094421,-842.46912599,0.0,0.02112671,0.01577815,0.02014762,0.05705249,35.8,0.21454695,-842.52617847,-0.228155,-6.2084,-0.068428,-1.862,0.159727,4.3464,-0.889392358,-1.66738974,0.341618851,1.920393385,4.881252065,0.030674,0.008218,0.006806,919.581545,246.382382,204.027417,90,0,33.72,33.72,3772.52,90,629.85
92221,CC1([C@@H]2CC[C@@H](C2)C1=C)C,丹参 | 乌药 | 乳香 | 仙鹤草 | 伸筋草 | 倒扣草 | 冰片 | 前胡 | 千年健 | 千金子 | 南鹤虱 | 厚朴 | 吴茱萸 | 地枫皮 | 寻骨风 | 小茴香 | 山柰 | 川芎 | 干姜 | 断血流 | 木香 | 松节 | 枳实 | 柴胡 | 桂枝 | 梅花 | 橘叶 | 橘络 | 没药 | 牡荆叶 | 玳玳花 | 白术 | 石菖蒲 | 砂仁 | 紫花前胡 | 细辛 | 绞股蓝 | 羌活 | 肉桂 | 艾叶 | 芫荽 | 苏合香 | 茺蔚子 | 莪术 | 蔓荆子 | 薄荷 | 藁本 | 蛇床子 | 豆蔻 | 辛夷 | 连翘 | 郁金 | 金银花 | 防己 | 青果 | 青蒿 | 香薷 | 香附 | 马兜铃 | 鬼针草 | 鱼腥草 | 黑老虎,62,微寒 | 温 | 温 | 平 | 温 | 凉 | 微寒 | 微寒 | 温 | 温 | 寒 | 温 | 热 | 微温 | 平 | 温 | 温 | 温 | 热 | 微寒 | 温 | 温 | 温 | 微寒 | 温 | 平 | 平 | 平 | 平 | 微寒 | 平 | 温 | 温 | 温 | 微寒 | 温 | 寒 | 温 | 大热 | 温 | 温 | 温 | 微寒 | 温 | 微寒 | 凉 | 温 | 温 | 温 | 温 | 微寒 | 寒 | 寒 | 寒 | 平 | 寒 | 微温 | 平 | 寒 | 平 | 微寒 | 温,心、肝 | 肺、脾、肾、膀胱 | 心、肝、脾 | 肺、肝、脾 | 肝、脾、肾 | 肝、肺、膀胱 | 心、脾、肺 | 肺 | 肝、肾 | 肝、肾、大肠 | 脾、胃、大肠 | 脾、胃、肺、大肠 | 肝、脾、胃、肾 | 膀胱、肾 | 肝、胃 | 肝、肾、脾、胃 | 胃 | 肝、胆、心包 | 脾、胃、肾、心、肺 | 肝 | 脾、胃、大肠、三焦、胆 | 肝、肾 | 脾、胃、大肠 | 肝、胆、肺 | 心、肺、膀胱 | 肝、胃、肺 | 肝、胃 | 肺、肝 | 心、肝、脾 | 肺、肝 | 肝、胃 | 脾、胃 | 心、胃 | 脾、胃、肾 | 肺 | 心、肺、肾 | 肺、脾、肾 | 膀胱、肾 | 肾、脾、心、肝 | 肝、脾、肾 | 肺、脾 | 心、脾 | 肝、心包 | 肝、脾 | 膀胱、肝、胃 | 肺、肝 | 膀胱 | 肾 | 肺、脾、胃 | 肺、胃 | 肺、心、小肠 | 肝、心、肺 | 肺、心、胃 | 膀胱、肺 | 肺、胃 | 肝、胆 | 肺、脾、胃 | 肝、脾、三焦 | 肺、大肠 | 肝、肺、大肠 | 肺 | 肝、脾,C10H16,136.24,0,1,26,10,2,75.999992186402,-390.589677875894,0.23681018,148.6,0.00647845,0.00141627,0.00141627,0.00931099,-390.3435567,0.00094421,-390.34261249,0.0,0.01026145,0.01377997,0.0193092,0.04335062,27.2,0.20371476,-390.38596311,-0.240961,-6.5569,0.013329,0.3627,0.25429,6.9196,0.162062179,0.193652688,0.064100584,0.260527155,0.662207401,0.061723,0.046923,0.040812,1850.417608,1406.728834,1223.527249,72,0,95.33,95.33,3202.73,72,55.89
92231,C[C@@]1(CC[C@@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CCC2=C)O,一枝黄花 | 三七 | 丹参 | 北五味子 | 川芎 | 断血流 | 桂枝 | 椿皮 | 生姜 | 白芷 | 砂仁 | 紫苏 | 细辛 | 羌活 | 芫荽 | 荆芥 | 菊花 | 蒿本 | 蔓荆子 | 薄荷 | 辛夷 | 防风 | 麻黄,23,平 | 温 | 微寒 | 温 | 温 | 微寒 | 温 | 寒 | 微温 | 温 | 温 | 温 | 温 | 温 | 温 | 微温 | 微寒 | 温 | 微寒 | 凉 | 温 | 微温 | 温,肺、肝 | 肝、胃 | 心、肝 | 肺、心、肾 | 肝、胆、心包 | 肝 | 心、肺、膀胱 | 大肠、胃、肝 | 肺、脾、胃 | 胃、大肠、肺 | 脾、胃、肾 | 肺、脾 | 心、肺、肾 | 膀胱、肾 | 肺、脾 | 肺、肝 | 肺、肝 | 膀胱 | 膀胱、肝、胃 | 肺、肝 | 肺、胃 | 膀胱、肝、脾 | 肺、膀胱,C15H24O,220.36,0,1,40,16,3,121.999991952374,-661.111267343014,0.36081238,226.41,0.01318044,0.00141627,0.00141627,0.01601298,-660.73444198,0.00094421,-660.73349777,0.0,0.02193784,0.01531553,0.0199902,0.05724358,35.92,0.32052599,-660.79074135,-0.236511,-6.4358,0.012608,0.3431,0.249119,6.7789,-0.078185081,-0.44505325,0.463325434,0.647190667,1.645027943,0.02127,0.018293,0.011748,637.647207,548.413234,352.19368,114,0,44.75,44.75,3777.09,114,80.26
92313,CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,一枝黄花 | 丁香 | 八角茴香 | 化橘红 | 吴茱萸 | 山柰 | 广藿香 | 柴胡 | 桂枝 | 椿皮 | 生姜 | 紫苏 | 羌活 | 艾叶 | 花椒 | 荆芥 | 荆芥穗 | 菊花 | 蒿本 | 薄荷 | 藁本 | 西河柳 | 覆盆子 | 辛夷 | 金钱草 | 银杏叶 | 防风 | 香薷 | 香附 | 麻黄,30,平 | 温 | 温 | 温 | 热 | 温 | 微温 | 微寒 | 温 | 寒 | 微温 | 温 | 温 | 温 | 温 | 微温 | 微温 | 微寒 | 温 | 凉 | 温 | 平 | 微温 | 温 | 微寒 | 平 | 微温 | 微温 | 平 | 温,肺、肝 | 脾、胃、肺、肾 | 肝、肾、脾、胃 | 肺、脾 | 肝、脾、胃、肾 | 胃 | 脾、胃、肺 | 肝、胆、肺 | 心、肺、膀胱 | 大肠、胃、肝 | 肺、脾、胃 | 肺、脾 | 膀胱、肾 | 肝、脾、肾 | 脾、胃、肾 | 肺、肝 | 肺、肝 | 肺、肝 | 膀胱 | 肺、肝 | 膀胱 | 心、肺、胃 | 肝、肾、膀胱 | 肺、胃 | 肝、胆、肾、膀胱 | 心、肺 | 膀胱、肝、脾 | 肺、脾、胃 | 肝、脾、三焦 | 肺、膀胱,C15H24,204.36,0,1,39,15,2,114.000010590102,-585.910191040404,0.35651607,223.72,0.01247081,0.00141627,0.00141627,0.01530335,-585.53837162,0.00094421,-585.53742741,0.0,0.02101518,0.01532732,0.01988345,0.05622596,35.28,0.31653768,-585.59365336,-0.233217,-6.3462,0.00974,0.2651,0.242957,6.6113,0.051290305,-0.202320584,-0.114436357,0.238033598,0.605033324,0.023089,0.017471,0.011052,692.179896,523.774468,331.329864,111,0,55.8,55.8,3217.99,111,49.24
92729,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O,山茱萸 | 桑叶 | 番泻叶 | 绿豆 | 葎草 | 辣椒,6,微温 | 寒 | 寒 | 寒 | 平 | 热,肝、肾 | 肺、肝 | 大肠 | 心、胃 | 肺、肾、大肠 | 心、脾,C28H48O2,416.69,0,1,78,30,3,231.999960611096,-1246.156074851185,0.70976796,445.39,0.03233102,0.00141627,0.00141627,0.03516357,-1245.41114332,0.00094421,-1245.41019911,0.0,0.05822496,0.01730886,0.02089251,0.09642633,60.51,0.64944941,-1245.50662544,-0.195426,-5.3178,-0.006949,-0.1891,0.18847699999999998,5.1287,0.26179073,0.312850414,-0.188334519,0.449310203,1.142055776,0.005984,0.003738,0.002997,179.383057,112.064344,89.842291,228,0,13.86,13.86,3815.97,228,122.58
92746,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,蒺藜,1,微温,肝,C27H44O,384.65,0,1,72,28,3,214.00011477603,-1130.369364926936,0.66002694,414.17,0.02648342,0.00141627,0.00141627,0.02931597,-1129.68002202,0.00094421,-1129.67907781,0.0,0.04645483,0.01731306,0.02077918,0.08454708,53.05,0.60574004,-1129.76362489,-0.220639,-6.0039,0.009399,0.2558,0.230038,6.2597,-0.47322639,-0.112627271,0.467341946,0.674564017,1.71460547,0.015827,0.002095,0.002003,474.488399,62.819738,60.054606,210,0,17.79,17.79,3778.06,210,102.64
92762,CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(C)(C)O)C,厚朴 | 土茯苓 | 柴胡 | 满山红 | 生姜 | 羌活 | 西河柳 | 辛夷 | 麻黄,9,温 | 平 | 微寒 | 寒 | 微温 | 温 | 平 | 温 | 温,脾、胃、肺、大肠 | 肝、胃 | 肝、胆、肺 | 肺 | 肺、脾、胃 | 膀胱、肾 | 心、肺、胃 | 肺、胃 | 肺、膀胱,C15H26O,222.37,0,1,42,16,3,124.000065136623,-662.357960088207,0.38384684,240.87,0.01387515,0.00141627,0.00141627,0.01670769,-661.95740556,0.00094421,-661.95646135,0.0,0.02303709,0.01543676,0.0200031,0.05847695,36.69,0.34302179,-662.0149383,-0.228642,-6.2217,0.016615,0.4521,0.245257,6.6738,0.017544124,-0.439318108,0.434385224,0.61806045,1.570984816,0.032125,0.011486,0.009582,963.078649,344.348382,287.271536,120,0,49.48,49.48,3796.41,120,87.85
92763,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,百合,1,微寒,心、肺,C27H33NO11,547.56,0,1,72,39,4,290.000144194159,-1930.721165804492,0.58406967,366.51,0.03591757,0.00141627,0.00141627,0.03875011,-1930.09834602,0.00094421,-1930.09740182,0.0,0.06520696,0.01800738,0.02127932,0.10449367,65.57,0.51927032,-1930.20189549,-0.219745,-5.9796,-0.079531,-2.1642,0.140214,3.8153999999999995,-0.442006177,-1.38403881,1.050733443,1.793034762,4.557532171,0.006639,0.001535,0.001498,199.041222,46.02533,44.894278,210,0,10.26,10.26,3782.42,210,495.75
92776,CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C,巴戟天 | 干姜 | 生姜 | 紫苏 | 莪术 | 菊花 | 辛夷 | 郁金 | 金银花 | 零陵香 | 香薷,11,微温 | 热 | 微温 | 温 | 温 | 微寒 | 温 | 寒 | 寒 | 温 | 微温,肾、肝 | 脾、胃、肾、心、肺 | 肺、脾、胃 | 肺、脾 | 肝、脾 | 肺、肝 | 肺、胃 | 肝、心、肺 | 肺、心、胃 | 肺 | 肺、脾、胃,C15H24,204.36,0,1,39,15,2,114.000041503892,-585.88843963221,0.35219388,221.0,0.01431353,0.00141627,0.00141627,0.01714607,-585.51909968,0.00094421,-585.51815547,0.0,0.0251803,0.01551443,0.01988345,0.06057818,38.01,0.30970598,-585.57873365,-0.207907,-5.6574,-0.022408,-0.6098,0.185499,5.0476,-0.116072065,0.080331203,0.028290952,0.143965983,0.365932449,0.026367,0.011671,0.009747,790.458642,349.899273,292.194576,111,0,22.27,22.27,3164.62,111,74.73
92783,CC(C)C1=C(C=CC2=C1CC[C@@H]3[C@@]2(CCCC3(C)C)C)O,紫草,1,寒,肝、肾,C20H30O,286.46,0,1,51,21,3,157.999947819717,-855.283410708495,0.4594559,288.31,0.01808845,0.00141627,0.00141627,0.02092099,-854.80303381,0.00094421,-854.8020896,0.0,0.0304266,0.01617002,0.02036176,0.06695838,42.02,0.41436272,-854.86904798,-0.212678,-5.7873,-0.004543,-0.1236,0.20813500000000001,5.6637,0.21008798,-0.354794335,-0.013084353,0.412537489,1.048586964,0.021022,0.00641,0.005552,630.209102,192.162738,166.43245,147,0,37.2,37.2,3803.21,147,105.25
92785,C[C@]12CCC(C[C@H]1[C@@]3(CC[C@@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@]4(C3=CC2)C)(C)C)C)C)(C)C,党参 | 凤眼草 | 南沙参 | 椿皮 | 菊苣,5,平 | 寒 | 微寒 | 寒 | 寒,脾、肺 | 胃、肠 | 肺、胃 | 大肠、胃、肝 | 肝、胆、胃,C30H48O,424.71,0,1,79,31,3,235.999995420622,-1247.084685688068,0.72499126,454.94,0.02782919,0.00141627,0.00141627,0.03066173,-1246.32903269,0.00094421,-1246.32808848,0.0,0.04698618,0.01728188,0.02091952,0.08518758,53.46,0.67140963,-1246.41327606,-0.231903,-6.3104,-0.016601,-0.4517,0.215302,5.8587,-1.092520158,-0.324203041,0.457410509,1.227978941,3.121274417,0.013503,0.002368,0.002219,404.822631,70.998585,66.533382,231,0,20.82,20.82,3182.26,231,208.01
92794,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O,猫眼草 | 薄荷 | 骨碎补,3,凉 | 凉 | 温,肺、肝 | 肺、肝 | 肝、肾,C21H22O10,434.4,0,1,53,31,3,227.999998410841,-1565.576269083706,0.41536226,260.64,0.02550244,0.00141627,0.00141627,0.02833498,-1565.13257184,0.00094421,-1565.13162764,0.0,0.04532193,0.01771538,0.02095145,0.08398875,52.7,0.36065269,-1565.21561639,-0.226225,-6.1559,-0.047551,-1.2939,0.178674,4.862,-1.798465209,1.779235425,0.054445611,2.530438723,6.431864085,0.006128,0.002451,0.001886,183.708998,73.491008,56.545129,153,0,15.98,15.98,3820.15,153,778.13
92802,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)CO,一枝黄花 | 枸骨叶 | 苦丁茶 | 连钱草 | 马钱子,5,平 | 凉 | 寒 | 微寒 | 温,肺、肝 | 肝、肾 | 肝、肺、胃 | 肝、肾、膀胱 | 肝、脾,C30H50O2,442.73,0,1,82,32,3,246.000200943501,-1323.513626811387,0.753929,473.1,0.02942406,0.00141627,0.00141627,0.0322566,-1322.72744121,0.00094421,-1322.726497,0.0,0.04967958,0.01738949,0.02097835,0.08804742,55.25,0.69908239,-1322.81454442,-0.229332,-6.2405,0.014798,0.4027,0.24413,6.6432,-0.223744152,-0.124683439,0.791994864,0.832384088,2.115752211,0.010709,0.002378,0.002218,321.059306,71.304238,66.504848,240,0,27.74,27.74,3810.48,240,72.84
92803,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCCC4)C)C,泽兰 | 相思子,2,微温 | 平,肝、脾 | 心、肺,C24H40O2,360.58,0,1,66,26,3,200.000128331881,-1088.946543847074,0.60625341,380.43,0.02252974,0.00141627,0.00141627,0.02536229,-1088.31492815,0.00094421,-1088.31398394,0.0,0.03871533,0.01695907,0.02068768,0.07636207,47.92,0.55619783,-1088.39034602,-0.260664,-7.093,-0.000656,-0.0179,0.260008,7.0751,-0.257474361,1.185299097,0.878948112,1.497924157,3.807420627,0.018192,0.002843,0.002719,545.37805,85.223092,81.520005,192,0,23.89,23.89,3773.95,192,443.5
92812,C[C@@H]1CC[C@H]2[C@@H]1[C@H]3[C@H](C3(C)C)CC[C@@]2(C)O,丁香 | 三七 | 当归 | 檀香 | 沉香 | 满山红 | 牡荆叶 | 肉苁蓉 | 艾叶 | 花椒 | 荔枝核 | 菊花 | 西红花 | 金银花,14,温 | 温 | 温 | 温 | 微温 | 寒 | 微寒 | 温 | 温 | 温 | 温 | 微寒 | 平 | 寒,脾、胃、肺、肾 | 肝、胃 | 肝、心、脾 | 脾、胃、心、肺 | 脾、胃、肾 | 肺 | 肺、肝 | 肾、大肠 | 肝、脾、肾 | 脾、胃、肾 | 肝、肾 | 肺、肝 | 心、肝 | 肺、心、胃,C15H26O,222.37,0,1,42,16,3,123.999975544594,-662.328222314714,0.3843972,241.21,0.01374694,0.00141627,0.00141627,0.01657948,-661.92724563,0.00094421,-661.92630142,0.0,0.0229728,0.01532306,0.0200031,0.05829896,36.58,0.34362193,-661.98460038,-0.255126,-6.9423,0.019991,0.544,0.275117,7.4863,-0.313443466,0.206448374,0.463605888,0.596488187,1.516152481,0.022726,0.016659,0.011882,681.322807,499.438691,356.21508,120,0,51.11,51.11,3780.13,120,72.74
92824,C([C@H](C(=O)O)O)C(=O)O,大黄 | 沙棘 | 百部,3,寒 | 温 | 微温,脾、胃、大肠、肝、心包 | 脾、胃、肺、心 | 肺,C4H6O5,134.09,0,1,15,9,3,70.000006170054,-532.168723320728,0.11069462,69.46,0.00602133,0.00141627,0.00141627,0.00885387,-532.04917483,0.00094421,-532.04823062,0.0,0.01035283,0.01390034,0.01928666,0.04353984,27.32,0.07695287,-532.09177045,-0.286174,-7.7872,-0.040063,-1.0902,0.24611099999999997,6.697,1.012198999,0.144338726,-0.325407376,1.072972713,2.727279895,0.111332,0.031693,0.02596,3337.663674,950.144955,778.266172,39,0,58.69,58.69,3759.37,39,390.51
92825,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C=O)O,绞股蓝,1,寒,肺、脾、肾,C30H46O4,470.69,0,1,80,34,3,258.000272409495,-1471.580041178853,0.7164155,449.56,0.0303137,0.00141627,0.00141627,0.03314624,-1470.83047943,0.00094421,-1470.82953522,0.0,0.05159628,0.01756015,0.0210651,0.09022152,56.61,0.66028443,-1470.91975675,-0.233122,-6.3436,-0.0416,-1.132,0.191522,5.211600000000001,-1.630282936,0.307092849,1.250442145,2.077434482,5.280418811,0.009951,0.00203,0.001949,298.333386,60.858535,58.4172,234,0,23.18,23.18,3769.91,234,228.16
92826,C1=CC2=C(C(=C1)O)C(=O)C3=C([C@@H]2[C@@H]4C5=C(C(=CC=C5)O)C(=O)C6=C4C=C(C=C6O)C(=O)O)C=C(C=C3O)C(=O)O,番泻叶,1,寒,大肠,C30H18O10,538.46,0,1,58,40,3,277.999971497944,-1906.166394611954,0.42237358,265.04,0.02967858,0.00141627,0.00141627,0.03251112,-1905.71150992,0.00094421,-1905.71056571,0.0,0.051816,0.01779216,0.02125561,0.09086376,57.02,0.36496514,-1905.80142947,-0.232679,-6.3315,-0.088874,-2.4184,0.14380500000000002,3.9131,-0.000508459,-2.252924273,-5.8457e-05,2.252924331,5.726478559,0.004091,0.002802,0.002101,122.643587,84.010522,62.972478,168,0,22.91,22.91,3787.42,168,1068.06
92874,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,丁香 | 枇杷叶 | 没药 | 生姜 | 紫苏 | 红花 | 细辛 | 艾叶 | 芫荽 | 苍耳子 | 荆芥 | 菊花 | 藁本 | 防风 | 马鞭草 | 麻黄,16,温 | 微寒 | 平 | 微温 | 温 | 温 | 温 | 温 | 温 | 温 | 微温 | 微寒 | 温 | 微温 | 凉 | 温,脾、胃、肺、肾 | 肺、胃 | 心、肝、脾 | 肺、脾、胃 | 肺、脾 | 心、肝 | 心、肺、肾 | 肝、脾、肾 | 肺、脾 | 肺 | 肺、肝 | 肺、肝 | 膀胱 | 膀胱、肝、脾 | 肝、脾 | 肺、膀胱,C10H14O,150.22,0,1,25,11,3,82.000011414941,-464.600330858805,0.21653254,135.88,0.00772174,0.00141627,0.00141627,0.01055428,-464.37324404,0.00094421,-464.37229983,0.0,0.01275226,0.01414691,0.01944758,0.04634675,29.08,0.18168428,-464.41864658,-0.238243,-6.4829,-0.050191,-1.3658,0.188052,5.1171,-0.632966521,1.602450772,0.21931107,1.736834027,4.414681257,0.044786,0.04051,0.029948,1342.652654,1214.462099,897.810958,69,0,112.74,112.74,3183.8,69,332.71
92979,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CCC4=CC(=O)CC[C@]34C,川乌,1,热,心、肝、肾、脾,C19H26O,270.42,0,1,46,20,3,147.999994518704,-814.741940524268,0.4107381,257.74,0.01456082,0.00141627,0.00141627,0.01739336,-814.31380906,0.00094421,-814.31286485,0.0,0.02409259,0.01596248,0.02028014,0.06033521,37.86,0.36874046,-814.37320006,-0.237705,-6.4683,-0.050018,-1.3611,0.187687,5.107200000000001,-1.735248169,0.244628552,-0.685388872,1.881671396,4.78282859,0.027964,0.006789,0.006115,838.335943,203.542048,183.335173,132,0,39.42,39.42,3194.46,132,381.33
